FIPS_master,State_master,DB:2009:percent,DB:2010:percent,TOT_POP,TOT_MALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,H_MALE,H_FEMALE,AgeGrp01:0-4:2010,AgeGrp02:5-9:2010,AgeGrp03:10-14:2010,AgeGrp04:15-19:2010,AgeGrp05:20-24:2010,AgeGrp06:25-29:2010,AgeGrp07:30-34:2010,AgeGrp08:35-39:2010,AgeGrp09:40-44:2010,AgeGrp10:45-49:2010,AgeGrp11:50-54:2010,AgeGrp12:55-59:2010,AgeGrp13:60-64:2010,AgeGrp14:65-69:2010,AgeGrp15:70-74:2010,AgeGrp16:75-79:2010,AgeGrp17:80-84:2010,AgeGrp18:85+:2010,UnemploymentRate:2010,PCT_LACCESS_POP10,FFRPTH09,Poverty_Rate_2010,LI:2009:percent,LI:2010:percent,OB:2009:percent,OB:2010:percent,Rural_percent_2010,Alcohol:Any:2010,Alcohol:Heavy:2010
13045,Georgia,12.6,12.9,110527.0,53793.0,43494.0,45023.0,10233.0,11574.0,585.0,543.0,543.0,659.0,61.0,58.0,3705.0,3095.0,7803.0,7878.0,7744.0,9331.0,9841.0,7530.0,7202.0,7382.0,7340.0,7607.0,7044.0,6214.0,5503.0,4143.0,3086.0,2161.0,1439.0,1279.0,11.7,24.897092481911027,0.814973785,17.85190238978663,24.6,27.8,30.9,31.4,41.82507441620599,42.5,5.9
18137,Indiana,9.2,9.4,28818.0,14215.0,14074.0,14453.0,63.0,66.0,102.0,116.0,84.0,106.0,6.0,5.0,241.0,204.0,1901.0,2096.0,2216.0,2116.0,1412.0,1581.0,1642.0,1769.0,2013.0,2177.0,2123.0,1878.0,1613.0,1346.0,949.0,761.0,578.0,647.0,11.2,2.5409745052710844,0.452709291,10.307452536129215,30.5,29.2,30.9,31.8,83.24311194392394,52.4,9.5
46111,South Dakota,8.7,9.8,2355.0,1220.0,1216.0,1129.0,3.0,2.0,11.0,12.0,2.0,5.0,0.0,0.0,13.0,15.0,119.0,143.0,147.0,150.0,102.0,129.0,119.0,115.0,104.0,188.0,214.0,204.0,144.0,105.0,103.0,90.0,97.0,82.0,4.2,98.57717229976433,0.422475708,13.546160483175152,35.0,35.0,35.6,34.5,100.0,65.7,14.1
48297,Texas,10.3,11.7,11531.0,6195.0,5591.0,5238.0,501.0,43.0,93.0,62.0,46.0,26.0,7.0,7.0,2143.0,1917.0,574.0,626.0,674.0,725.0,577.0,665.0,709.0,669.0,731.0,898.0,875.0,839.0,752.0,715.0,535.0,450.0,287.0,230.0,7.3,10.243997075115429,0.613496933,15.908631493834646,29.5,31.7,28.4,29.5,100.0,45.5,6.4
22105,Louisiana,10.7,11.7,121097.0,58800.0,40748.0,42134.0,17696.0,19809.0,520.0,516.0,544.0,513.0,56.0,59.0,2423.0,1837.0,8712.0,8192.0,8306.0,10218.0,10508.0,8814.0,7798.0,6924.0,7259.0,7996.0,8444.0,7635.0,6488.0,4723.0,3385.0,2483.0,1823.0,1389.0,9.7,27.78697405420531,0.583289587,22.118118322003546,31.5,32.9,35.6,36.8,40.929172481564365,46.6,6.6
13147,Georgia,11.4,11.7,25213.0,12455.0,9959.0,10247.0,2468.0,2441.0,59.0,71.0,113.0,146.0,9.0,5.0,443.0,343.0,1542.0,1522.0,1590.0,1599.0,1331.0,1316.0,1311.0,1533.0,1657.0,1849.0,1869.0,1758.0,1809.0,1460.0,1101.0,897.0,569.0,500.0,11.5,3.300249908604145,0.517763263,23.455176638758424,25.8,26.3,30.3,28.4,74.46555348431365,37.1,4.9
29021,Missouri,11.0,12.1,89201.0,44586.0,40950.0,42001.0,3485.0,2436.0,558.0,539.0,498.0,497.0,137.0,143.0,2505.0,2169.0,6124.0,5705.0,5540.0,6367.0,6992.0,6344.0,5601.0,5326.0,5440.0,6626.0,6379.0,5593.0,4663.0,3557.0,2787.0,2293.0,1881.0,1983.0,9.2,20.98312539165749,0.818082996,16.47852876158224,30.7,29.5,37.2,38.3,13.372047398571766,52.7,7.5
51187,Virginia,10.4,11.5,37575.0,18684.0,17533.0,17727.0,1081.0,1042.0,209.0,206.0,247.0,287.0,20.0,19.0,641.0,677.0,2424.0,2458.0,2578.0,2683.0,2159.0,2005.0,2167.0,2454.0,2821.0,3327.0,3051.0,2563.0,2105.0,1626.0,1167.0,832.0,613.0,542.0,8.1,5.101350162206946,0.563909774,9.78166413208777,24.5,22.1,28.6,26.0,50.40851630073186,51.8,6.3
55067,Wisconsin,9.7,9.4,19977.0,10032.0,9831.0,9774.0,91.0,55.0,204.0,179.0,38.0,52.0,7.0,2.0,183.0,141.0,1030.0,1132.0,1224.0,1266.0,900.0,977.0,984.0,1038.0,1230.0,1668.0,1662.0,1540.0,1340.0,1100.0,1012.0,694.0,627.0,553.0,11.0,30.148775005978823,0.448073285,13.217657565705537,23.8,26.3,30.1,29.4,59.16303749311709,66.4,13.6
1059,Alabama,14.6,14.2,31704.0,15828.0,14842.0,14981.0,742.0,706.0,417.0,312.0,47.0,58.0,26.0,17.0,2690.0,2020.0,2266.0,2161.0,2093.0,2223.0,1946.0,1979.0,2015.0,2143.0,2043.0,2152.0,2133.0,1952.0,1773.0,1507.0,1249.0,930.0,643.0,496.0,10.7,9.695227066135063,0.696444965,19.803501136109066,37.2,37.4,31.2,34.3,70.36651526621247,28.8,3.8
22029,Louisiana,12.4,12.5,20822.0,10474.0,6098.0,6057.0,4351.0,4260.0,70.0,72.0,41.0,23.0,7.0,3.0,124.0,85.0,1433.0,1438.0,1464.0,1422.0,1294.0,1371.0,1399.0,1137.0,1240.0,1455.0,1548.0,1434.0,1161.0,912.0,724.0,614.0,450.0,326.0,9.9,22.66239800057526,0.675480073,29.852681813466127,33.0,32.2,33.2,35.4,33.454999519738735,40.1,6.2
22049,Louisiana,10.9,11.1,16274.0,8273.0,5711.0,5605.0,2569.0,2384.0,70.0,51.0,28.0,42.0,2.0,1.0,109.0,100.0,1094.0,1009.0,1012.0,1011.0,1013.0,1074.0,1053.0,952.0,1007.0,1160.0,1044.0,1090.0,1038.0,871.0,672.0,505.0,324.0,345.0,7.3,22.945666550154048,0.62042437,20.19764105833599,33.5,33.5,30.8,35.2,65.53398058252428,37.0,5.8
32007,Nevada,7.1,7.7,48818.0,25354.0,23293.0,21487.0,386.0,219.0,1776.0,1817.0,362.0,401.0,80.0,77.0,5881.0,5277.0,4078.0,3788.0,3972.0,3837.0,3182.0,3399.0,3119.0,3045.0,3314.0,3691.0,3662.0,3172.0,2416.0,1698.0,1030.0,630.0,445.0,340.0,7.7,22.73155615471834,0.619258953,7.843218153687467,24.4,21.1,31.1,32.7,37.850792740382644,55.3,10.2
47155,Tennessee,11.9,12.1,89889.0,44313.0,43174.0,44596.0,633.0,521.0,514.0,441.0,539.0,507.0,44.0,29.0,2717.0,2070.0,5268.0,5297.0,5687.0,5831.0,5249.0,5206.0,5225.0,5993.0,6183.0,6895.0,6746.0,6377.0,6015.0,4985.0,3583.0,2430.0,1613.0,1306.0,10.4,12.800546923321097,0.998922511,13.442240635055894,29.3,32.5,30.1,30.9,56.64764320439654,31.2,3.8
19079,Iowa,8.8,9.5,15673.0,7792.0,7566.0,7674.0,71.0,57.0,72.0,62.0,181.0,183.0,3.0,2.0,415.0,367.0,972.0,988.0,1155.0,975.0,699.0,844.0,853.0,909.0,950.0,1232.0,1240.0,1056.0,965.0,677.0,594.0,548.0,493.0,523.0,7.3,23.28858678823863,0.190609314,11.687038368520819,25.1,22.9,31.5,31.7,50.48172015568174,57.0,8.3
37077,North Carolina,11.2,12.5,59916.0,32015.0,20547.0,18485.0,11160.0,9271.0,521.0,347.0,260.0,243.0,50.0,30.0,2751.0,1731.0,3386.0,3668.0,3785.0,4186.0,3428.0,3299.0,3886.0,4513.0,4946.0,4992.0,4787.0,3984.0,3615.0,2565.0,1810.0,1346.0,926.0,794.0,9.7,14.438960354470327,0.555452694,14.273473759371653,26.7,29.7,32.1,30.2,57.02167602426602,41.6,4.6
51600,Virginia,9.5,8.8,22565.0,11123.0,8758.0,8955.0,666.0,652.0,161.0,178.0,1900.0,2001.0,31.0,29.0,1810.0,1746.0,1279.0,1253.0,1294.0,1221.0,1810.0,1726.0,1540.0,1483.0,1626.0,1744.0,1696.0,1410.0,1395.0,921.0,695.0,529.0,483.0,460.0,5.4,0.0,2.988669819,6.004598115674165,27.0,26.9,28.1,25.1,0.0,65.3,6.7
26005,Michigan,9.4,9.1,111408.0,55473.0,54006.0,54454.0,1123.0,1030.0,800.0,776.0,438.0,539.0,55.0,36.0,3871.0,3583.0,7501.0,8014.0,8443.0,8025.0,5816.0,6024.0,6177.0,6974.0,7717.0,9068.0,9053.0,7803.0,6355.0,4797.0,3343.0,2509.0,1940.0,1849.0,11.3,5.7389384033061805,0.413475713,13.063250774554744,23.9,24.9,31.9,34.2,64.46754272583657,58.9,8.1
37191,North Carolina,11.6,12.3,122623.0,59956.0,40414.0,40210.0,18920.0,21605.0,817.0,784.0,947.0,1289.0,172.0,117.0,6518.0,5644.0,8765.0,8494.0,8140.0,8473.0,8893.0,8575.0,7582.0,7660.0,7794.0,8991.0,8742.0,7791.0,6645.0,4960.0,4140.0,3128.0,2160.0,1690.0,9.2,20.41990658310863,0.585726425,21.649649144922055,32.0,31.0,33.0,34.1,46.40401882191759,39.5,5.0
12099,Florida,9.9,9.5,1320134.0,638888.0,503935.0,536242.0,117521.0,127673.0,7402.0,5609.0,18474.0,20632.0,1694.0,1612.0,127442.0,123381.0,70852.0,72847.0,76917.0,79570.0,74105.0,74695.0,71999.0,78802.0,86774.0,95732.0,92394.0,81829.0,78463.0,70465.0,59962.0,54879.0,50644.0,49205.0,11.0,20.47992065215857,0.608855482,13.993049652559208,22.5,22.6,21.7,22.4,1.04254568096875,60.9,7.6
12065,Florida,13.4,13.4,14761.0,7727.0,4884.0,4400.0,2825.0,2602.0,70.0,61.0,35.0,53.0,12.0,11.0,336.0,210.0,777.0,766.0,756.0,765.0,810.0,827.0,942.0,905.0,1015.0,1152.0,1275.0,1233.0,1106.0,849.0,564.0,387.0,337.0,295.0,9.9,16.257820844810176,0.544069641,18.83744299296591,28.8,28.5,34.2,35.1,100.0,45.5,8.3
48095,Texas,8.5,9.1,4087.0,2793.0,2681.0,1267.0,105.0,12.0,14.0,18.0,16.0,8.0,8.0,1.0,1783.0,390.0,161.0,162.0,167.0,161.0,198.0,360.0,338.0,388.0,420.0,401.0,268.0,255.0,248.0,193.0,146.0,92.0,66.0,63.0,5.7,26.69489469310717,0.490677134,18.71579715432324,25.4,27.7,30.3,31.4,100.0,41.1,6.1
48397,Texas,8.5,8.6,78337.0,38516.0,35013.0,36024.0,2486.0,2576.0,488.0,532.0,1125.0,1277.0,66.0,62.0,6366.0,6104.0,5752.0,6753.0,6996.0,5788.0,3220.0,4298.0,5345.0,6136.0,6219.0,6476.0,5649.0,4543.0,3622.0,2766.0,1812.0,1311.0,870.0,781.0,7.4,23.45234825051559,0.691418582,6.264051078480493,27.3,28.6,26.9,27.7,16.03584513065346,51.4,5.6
17145,Illinois,9.0,9.4,22350.0,12114.0,10310.0,9932.0,1798.0,305.0,100.0,64.0,79.0,55.0,15.0,12.0,490.0,109.0,1182.0,1334.0,1292.0,1485.0,1585.0,1447.0,1502.0,1565.0,1399.0,1719.0,1547.0,1499.0,1279.0,1043.0,797.0,650.0,505.0,520.0,11.0,20.621241527163445,0.312863145,17.085251150690414,30.5,27.4,29.4,28.4,43.6420581655481,48.9,7.4
17109,Illinois,7.2,8.5,32612.0,16330.0,15191.0,15052.0,901.0,1019.0,130.0,135.0,385.0,358.0,7.0,11.0,472.0,395.0,1505.0,1511.0,1334.0,3377.0,6872.0,2056.0,1476.0,1410.0,1390.0,1696.0,1871.0,1819.0,1651.0,1254.0,961.0,848.0,694.0,887.0,8.5,28.80654580745281,0.919934991,22.340307350490647,27.2,25.4,29.1,29.4,29.504476879676194,54.4,8.6
33015,New Hampshire,7.5,7.6,295223.0,145886.0,141975.0,145337.0,1786.0,1480.0,987.0,902.0,2970.0,3385.0,121.0,121.0,3029.0,3113.0,14983.0,18333.0,20699.0,19810.0,15146.0,14571.0,14686.0,18972.0,24114.0,28371.0,27146.0,22186.0,18782.0,12697.0,8519.0,6670.0,4901.0,4637.0,6.0,39.53274265655454,1.033607493,5.15845556528942,20.4,20.5,25.7,26.3,24.898127855891985,71.7,9.9
12033,Florida,11.5,12.4,297619.0,147119.0,108550.0,107519.0,34486.0,38145.0,2978.0,2862.0,5194.0,6172.0,534.0,509.0,7795.0,6266.0,18787.0,17210.0,17092.0,23216.0,26402.0,20975.0,17141.0,16632.0,17380.0,21194.0,22000.0,19379.0,17282.0,13276.0,10208.0,8097.0,6019.0,5329.0,10.1,39.90845631429378,0.592562665,17.761014791856926,25.9,25.7,29.3,30.0,8.302225328356053,51.6,8.8
17065,Illinois,9.6,9.8,8457.0,4131.0,4095.0,4281.0,22.0,21.0,29.0,28.0,11.0,25.0,1.0,3.0,53.0,52.0,502.0,547.0,534.0,540.0,396.0,501.0,467.0,450.0,477.0,596.0,632.0,589.0,555.0,458.0,399.0,294.0,245.0,275.0,9.4,18.29381406072295,0.591856061,12.908299056375514,32.1,29.3,29.7,29.1,68.09743407827835,48.3,5.9
18041,Indiana,10.8,11.5,24277.0,11891.0,11675.0,12155.0,216.0,223.0,65.0,62.0,57.0,44.0,5.0,2.0,104.0,119.0,1499.0,1650.0,1645.0,1619.0,1201.0,1258.0,1453.0,1571.0,1526.0,1678.0,1734.0,1850.0,1549.0,1235.0,930.0,727.0,579.0,573.0,14.6,21.428677355603,0.948570957,23.62228053838991,31.6,34.7,34.3,34.4,36.78378712361494,42.6,7.2
51045,Virginia,9.6,10.1,5190.0,2565.0,2554.0,2609.0,9.0,4.0,12.0,11.0,10.0,16.0,4.0,4.0,13.0,23.0,259.0,317.0,325.0,325.0,226.0,228.0,257.0,300.0,372.0,434.0,454.0,412.0,395.0,323.0,212.0,170.0,86.0,95.0,7.9,12.405629614501155,0.1953125,8.291262135922329,26.2,24.3,27.0,30.0,100.0,36.2,4.7
46019,South Dakota,8.4,8.3,10110.0,5086.0,4955.0,4894.0,31.0,24.0,206.0,210.0,18.0,19.0,5.0,5.0,168.0,138.0,756.0,717.0,620.0,688.0,521.0,604.0,536.0,498.0,575.0,719.0,844.0,748.0,693.0,450.0,409.0,286.0,219.0,227.0,5.1,24.08168660214164,0.400440485,13.596049183632333,31.8,31.7,31.3,30.3,48.17012858555885,56.3,8.3
34017,New Jersey,7.7,7.7,634266.0,313787.0,218363.0,220029.0,49263.0,55274.0,5692.0,5430.0,47200.0,46736.0,1034.0,1056.0,131630.0,136223.0,42586.0,33606.0,32978.0,37526.0,48115.0,67802.0,63706.0,51681.0,45035.0,43084.0,39901.0,34080.0,28100.0,20303.0,15791.0,12138.0,9349.0,8485.0,9.6,0.33658483101612097,0.746135685,15.743907533990885,28.0,26.6,23.7,23.9,0.0,55.1,6.0
37175,North Carolina,10.0,9.8,33090.0,15973.0,15132.0,16350.0,810.0,750.0,151.0,184.0,94.0,123.0,14.0,27.0,564.0,400.0,1517.0,1528.0,1714.0,2025.0,1826.0,1431.0,1518.0,1596.0,1776.0,2203.0,2290.0,2460.0,2667.0,2510.0,2126.0,1579.0,1275.0,1049.0,9.8,9.39387373846721,0.669670035,14.244951712028096,24.6,22.6,23.8,23.7,59.637352674524024,48.9,6.3
30015,Montana,10.1,9.8,5813.0,2861.0,2249.0,2245.0,11.0,13.0,626.0,723.0,16.0,19.0,3.0,6.0,48.0,46.0,415.0,431.0,413.0,433.0,288.0,283.0,274.0,265.0,317.0,394.0,452.0,471.0,369.0,288.0,225.0,195.0,152.0,148.0,4.4,71.38561597648616,0.34524426,18.61935710521693,29.4,29.2,29.2,29.1,100.0,60.4,9.7
18183,Indiana,8.7,9.0,33292.0,16553.0,16389.0,16574.0,103.0,96.0,145.0,133.0,79.0,111.0,21.0,7.0,267.0,248.0,2084.0,2242.0,2368.0,2272.0,1790.0,1792.0,1915.0,2142.0,2154.0,2551.0,2787.0,2475.0,2071.0,1386.0,1043.0,840.0,723.0,657.0,11.5,5.0701320325634684,0.573584906,8.248307136072555,20.7,19.5,32.9,33.7,71.16424366214106,51.0,7.7
53069,Washington,12.2,12.3,3978.0,1999.0,1948.0,1929.0,15.0,11.0,71.0,78.0,14.0,29.0,6.0,5.0,47.0,61.0,159.0,191.0,233.0,209.0,113.0,147.0,156.0,168.0,216.0,274.0,291.0,382.0,424.0,378.0,264.0,163.0,105.0,105.0,15.3,72.76573458649949,0.500625782,15.981500513874614,21.8,23.5,29.7,30.8,100.0,57.3,11.0
27119,Minnesota,9.1,8.4,31600.0,15823.0,15282.0,15296.0,243.0,169.0,434.0,420.0,145.0,166.0,12.0,15.0,887.0,833.0,2095.0,2004.0,2080.0,2361.0,2220.0,1849.0,1632.0,1640.0,1843.0,2311.0,2368.0,2193.0,1784.0,1378.0,1094.0,964.0,804.0,980.0,6.6,27.5078659200706,0.604652643,12.230952066552225,27.3,26.6,30.7,30.0,48.4746835443038,63.3,8.3
55105,Wisconsin,8.7,8.5,160331.0,78815.0,73389.0,76012.0,5073.0,5034.0,880.0,834.0,1044.0,1211.0,81.0,85.0,6363.0,5761.0,10445.0,11116.0,11427.0,11581.0,9409.0,10134.0,10025.0,10347.0,11046.0,12115.0,12002.0,10405.0,8520.0,6356.0,5110.0,4078.0,3178.0,3037.0,11.3,30.904885647817643,0.617164658,13.548865073383832,24.2,23.2,31.1,30.4,20.416513338031947,63.5,10.0
40107,Oklahoma,12.7,13.3,12191.0,6524.0,4589.0,4042.0,706.0,437.0,1606.0,1530.0,25.0,21.0,12.0,13.0,201.0,155.0,766.0,709.0,842.0,814.0,644.0,721.0,757.0,753.0,784.0,960.0,905.0,794.0,708.0,701.0,496.0,351.0,260.0,226.0,9.8,22.43226149333041,0.165371258,26.76510067114094,37.5,34.9,32.9,35.1,74.1448609630055,36.6,5.8
13151,Georgia,10.1,9.6,203922.0,97859.0,58900.0,60734.0,36551.0,42669.0,909.0,1028.0,3411.0,3973.0,192.0,192.0,5876.0,5937.0,13835.0,16514.0,18231.0,16891.0,10904.0,11205.0,13572.0,16891.0,17537.0,17179.0,13898.0,11077.0,9140.0,6439.0,4330.0,3015.0,1911.0,1353.0,10.3,34.64833579574293,0.731382313,10.299843753875152,23.0,24.6,28.2,28.5,13.853336079481371,48.3,5.5
31117,Nebraska,9.0,9.4,539.0,277.0,275.0,262.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,42.0,41.0,27.0,12.0,29.0,29.0,24.0,29.0,47.0,46.0,39.0,31.0,24.0,22.0,21.0,16.0,14.0,2.8,100.00000097149982,0.0,12.931034482758621,29.2,30.6,30.1,28.2,100.0,53.7,8.0
48331,Texas,11.7,12.0,24757.0,12225.0,10806.0,11029.0,1281.0,1376.0,200.0,188.0,61.0,67.0,7.0,3.0,2949.0,2831.0,1698.0,1806.0,1797.0,1869.0,1155.0,1255.0,1305.0,1344.0,1456.0,1714.0,1792.0,1711.0,1550.0,1251.0,1012.0,819.0,622.0,601.0,11.2,23.149831660004807,0.643500644,19.052917903066273,31.6,30.6,32.1,31.2,56.18208991396373,49.2,6.0
21129,Kentucky,12.1,12.2,7887.0,4325.0,4129.0,3539.0,177.0,19.0,30.0,32.0,11.0,7.0,0.0,0.0,41.0,17.0,370.0,410.0,463.0,469.0,492.0,557.0,549.0,516.0,650.0,684.0,609.0,567.0,508.0,338.0,249.0,218.0,139.0,99.0,12.6,0.016327854654764298,0.380469245,36.927262313860254,36.3,36.6,33.4,31.2,100.0,24.1,5.0
31119,Nebraska,8.5,8.0,34876.0,17314.0,16636.0,16917.0,409.0,345.0,350.0,372.0,122.0,151.0,32.0,30.0,2412.0,2092.0,2596.0,2312.0,2344.0,2659.0,2458.0,2315.0,1961.0,1889.0,1872.0,2525.0,2768.0,2267.0,1786.0,1292.0,1045.0,957.0,887.0,943.0,4.2,31.354467444606893,0.895720766,14.040799259281384,24.3,24.1,28.6,29.4,27.90457621286845,64.6,9.5
28021,Mississippi,14.6,15.2,9604.0,4519.0,710.0,695.0,3794.0,4376.0,16.0,18.0,25.0,22.0,4.0,2.0,51.0,23.0,593.0,619.0,629.0,1008.0,1056.0,505.0,562.0,478.0,492.0,577.0,665.0,738.0,517.0,338.0,320.0,216.0,130.0,161.0,16.7,15.08714329021387,0.610873549,35.830868660313286,40.0,39.7,41.8,41.4,100.0,45.1,7.5
28137,Mississippi,13.4,14.8,28886.0,13960.0,9793.0,10135.0,4170.0,4798.0,87.0,95.0,50.0,73.0,10.0,14.0,353.0,286.0,1960.0,2100.0,2117.0,2595.0,2008.0,1664.0,1644.0,1761.0,1849.0,2085.0,1974.0,1808.0,1744.0,1254.0,908.0,626.0,398.0,391.0,10.8,33.74862289324936,0.455996352,17.439668871724752,32.7,33.2,35.4,35.0,77.3904313508274,36.7,4.6
19127,Iowa,8.8,9.1,40648.0,20428.0,19495.0,19510.0,590.0,395.0,206.0,196.0,368.0,326.0,45.0,41.0,3680.0,3337.0,2866.0,2801.0,2821.0,2891.0,2297.0,2381.0,2265.0,2220.0,2363.0,2748.0,2996.0,2870.0,2452.0,1818.0,1417.0,1198.0,1075.0,1169.0,6.8,23.4864079327531,0.546176763,12.94557667353637,25.6,26.2,31.6,32.0,33.92540838417634,56.8,8.4
5117,Arkansas,11.4,12.4,8715.0,4314.0,3796.0,3817.0,522.0,574.0,29.0,36.0,6.0,5.0,3.0,0.0,45.0,36.0,455.0,507.0,543.0,583.0,400.0,433.0,416.0,488.0,594.0,675.0,654.0,649.0,601.0,568.0,420.0,311.0,213.0,205.0,9.2,6.1400590812966955,0.571167466,18.816888157121017,31.7,34.3,31.9,32.8,100.0,38.5,5.3
32011,Nevada,8.0,8.7,1987.0,1048.0,1002.0,909.0,12.0,4.0,49.0,29.0,16.0,15.0,5.0,1.0,148.0,90.0,144.0,114.0,134.0,128.0,96.0,76.0,125.0,119.0,125.0,186.0,182.0,168.0,133.0,99.0,55.0,50.0,38.0,15.0,7.8,98.31046431581076,0.5192108,14.904386951631047,26.3,24.9,27.1,25.7,100.0,59.1,10.2
19101,Iowa,9.4,9.5,16843.0,8997.0,7611.0,7516.0,175.0,123.0,64.0,74.0,1269.0,251.0,4.0,3.0,211.0,199.0,762.0,807.0,892.0,944.0,1538.0,1152.0,898.0,850.0,813.0,1062.0,1296.0,1758.0,1570.0,772.0,508.0,419.0,376.0,426.0,7.1,13.690834360330228,0.655464188,14.795885359384098,23.1,22.6,29.6,30.2,38.728255061449865,51.5,7.9
26057,Michigan,9.7,10.7,42476.0,22599.0,20092.0,19612.0,2377.0,134.0,220.0,219.0,94.0,132.0,20.0,16.0,1255.0,1046.0,2307.0,2508.0,2603.0,3242.0,3276.0,2733.0,2681.0,2693.0,2892.0,3246.0,3051.0,2712.0,2261.0,1825.0,1384.0,1138.0,891.0,1033.0,11.8,6.676823688182927,0.37838477,18.33337866137235,28.3,28.1,37.7,37.0,60.15632357095772,55.0,8.8
15007,Hawaii,8.6,8.6,67091.0,33701.0,17608.0,16968.0,448.0,353.0,977.0,967.0,16912.0,17539.0,9040.0,8457.0,3126.0,3189.0,4281.0,4179.0,4055.0,4146.0,3472.0,4161.0,3980.0,4018.0,4354.0,4849.0,5390.0,5483.0,4738.0,3234.0,2113.0,1632.0,1390.0,1616.0,8.8,42.04040650537866,1.097447307,10.990873730570733,16.5,17.0,21.7,21.7,12.860145175955045,55.3,11.4
34021,New Jersey,9.1,8.9,366513.0,179033.0,124120.0,127719.0,38232.0,42763.0,2066.0,1862.0,17700.0,18557.0,619.0,550.0,29864.0,25454.0,21553.0,22794.0,23725.0,27457.0,27498.0,23592.0,23250.0,25056.0,26761.0,28427.0,27219.0,23544.0,19290.0,13605.0,9965.0,8424.0,7020.0,7333.0,8.4,28.009608843574167,0.744414157,10.76939920939506,25.3,24.1,25.0,25.1,3.4730933223767453,61.6,6.6
51125,Virginia,11.6,12.1,15020.0,7302.0,6308.0,6575.0,996.0,1131.0,82.0,73.0,31.0,58.0,4.0,10.0,272.0,187.0,727.0,805.0,863.0,778.0,650.0,724.0,702.0,753.0,906.0,1149.0,1250.0,1344.0,1381.0,1033.0,783.0,522.0,365.0,285.0,7.1,5.239111085145886,0.463883366,11.471524344822916,24.5,23.4,26.2,25.4,100.0,46.2,6.8
39145,Ohio,11.2,12.0,79499.0,39258.0,37319.0,39263.0,1856.0,889.0,570.0,556.0,150.0,205.0,32.0,30.0,486.0,402.0,4860.0,4949.0,5178.0,5575.0,5306.0,5070.0,4928.0,5154.0,4990.0,5430.0,5793.0,5310.0,4639.0,3628.0,3053.0,2286.0,1857.0,1493.0,13.3,16.94165492848564,0.757183781,22.960573287145994,31.2,30.4,33.7,35.5,54.27741229449426,40.9,7.0
13183,Georgia,10.0,10.1,14464.0,7162.0,5173.0,5166.0,1960.0,2067.0,125.0,136.0,105.0,153.0,40.0,45.0,913.0,865.0,1355.0,1198.0,1188.0,1097.0,1087.0,1178.0,1093.0,1040.0,937.0,1015.0,905.0,749.0,567.0,338.0,297.0,162.0,135.0,123.0,8.4,10.492110692385024,0.145064191,20.824218474349024,24.4,26.4,30.3,30.5,81.33987831858407,38.7,5.4
17153,Illinois,11.5,12.4,6161.0,2943.0,1971.0,2131.0,978.0,1105.0,30.0,40.0,9.0,15.0,3.0,2.0,45.0,52.0,359.0,420.0,377.0,430.0,345.0,314.0,307.0,324.0,321.0,432.0,532.0,451.0,425.0,308.0,275.0,226.0,170.0,145.0,12.4,57.632871834193146,0.162232317,22.864828513786147,30.7,30.1,31.8,33.3,100.0,37.6,5.3
48381,Texas,9.0,8.9,120725.0,58737.0,55607.0,59136.0,2077.0,1684.0,936.0,909.0,1031.0,1116.0,64.0,64.0,9820.0,9955.0,8219.0,8412.0,8492.0,8949.0,9104.0,8629.0,8055.0,7477.0,7280.0,8282.0,8625.0,7824.0,6298.0,4640.0,3660.0,3048.0,2144.0,1587.0,5.2,21.217581548385255,0.60461523,9.65064951444066,21.4,21.8,26.1,25.9,14.375647131911368,50.1,6.7
12077,Florida,10.8,11.9,8365.0,5092.0,3815.0,2897.0,1241.0,334.0,75.0,69.0,16.0,22.0,4.0,5.0,389.0,129.0,462.0,493.0,517.0,493.0,548.0,715.0,672.0,676.0,635.0,721.0,647.0,503.0,395.0,303.0,236.0,175.0,109.0,65.0,8.8,25.95246861745368,0.119803522,22.2386296515062,31.2,32.9,36.0,35.7,100.0,32.6,5.2
26099,Michigan,10.2,10.8,840978.0,408712.0,360765.0,377339.0,37155.0,43333.0,3965.0,4191.0,14805.0,15790.0,514.0,477.0,9697.0,9398.0,48815.0,52758.0,56245.0,56807.0,49511.0,49989.0,51404.0,56823.0,61616.0,66515.0,66340.0,56646.0,47329.0,34961.0,26131.0,21844.0,18959.0,18285.0,13.9,23.21216697007615,0.626611947,11.8269731208972,25.2,22.8,31.0,30.0,2.805305251742614,62.4,8.9
56041,Wyoming,7.0,7.4,21118.0,10662.0,10463.0,10234.0,60.0,57.0,219.0,211.0,66.0,84.0,38.0,35.0,956.0,899.0,1781.0,1788.0,1756.0,1569.0,1084.0,1488.0,1406.0,1404.0,1209.0,1433.0,1762.0,1525.0,1039.0,699.0,423.0,331.0,229.0,192.0,7.0,20.22041442805356,0.712453691,12.393224265238164,23.1,25.8,30.9,29.8,43.09593711525713,39.4,6.3
